_fdp__id_,activity1_code,activity1_label,activity2_code,activity2_label,activity3_code,activity3_label
32,21,POLITIČKI SUSTAV,2108,RAZVOJ CIVILNOG DRUŠTVA I SURADNJA S NEVLADINIM ORGANIZACIJAMA,A509014,NACIONALNA ZAKLADA ZA RAZVOJ CIVILNOG DRUŠTVA - UDRUGE ZA RAZVOJ ZAJEDNICE
33,21,POLITIČKI SUSTAV,2108,RAZVOJ CIVILNOG DRUŠTVA I SURADNJA S NEVLADINIM ORGANIZACIJAMA,A509024,PROVEDBA NACIONALNE STRATEGIJE STVARANJA POTICAJNOG OKRUŽENJA ZA RAZVOJ CIVILNOG DRUŠTVA
34,21,POLITIČKI SUSTAV,2108,RAZVOJ CIVILNOG DRUŠTVA I SURADNJA S NEVLADINIM ORGANIZACIJAMA,A509030,SAVJET ZA RAZVOJ CIVILNOG DRUŠTVA
35,21,POLITIČKI SUSTAV,2108,RAZVOJ CIVILNOG DRUŠTVA I SURADNJA S NEVLADINIM ORGANIZACIJAMA,A509042,PROVEDBA NACIONALNOG PROGRAMA SUZBIJANJA KORUPCIJE
36,21,POLITIČKI SUSTAV,2108,RAZVOJ CIVILNOG DRUŠTVA I SURADNJA S NEVLADINIM ORGANIZACIJAMA,A509044,KONTAKT TOČKA ZA PROGRAM EUROPA ZA GRAĐANE (EU-ECP)
37,21,POLITIČKI SUSTAV,2108,RAZVOJ CIVILNOG DRUŠTVA I SURADNJA S NEVLADINIM ORGANIZACIJAMA,A509051,SUFINANCIRANJE EU PROJEKATA ORGANIZACIJAMA CIVILNOG DRUŠTVA
38,21,POLITIČKI SUSTAV,2108,RAZVOJ CIVILNOG DRUŠTVA I SURADNJA S NEVLADINIM ORGANIZACIJAMA,A509052,IPA 2011 - AKTIVNO CIVILNO DRUŠTVO ZA ODRŽIVOST POLITIČKIH REFORMI NAKON PRISTUPANJA RH U EU
39,21,POLITIČKI SUSTAV,2108,RAZVOJ CIVILNOG DRUŠTVA I SURADNJA S NEVLADINIM ORGANIZACIJAMA,A509055,IPA 2012 - 2013 ORGANIZACIJE CIVILNOG DRUŠTVA - MEHANIZAM UNUTARNJE KONTROLE ZA OSIGURAVANJE STANDARDA EU
40,21,POLITIČKI SUSTAV,2108,RAZVOJ CIVILNOG DRUŠTVA I SURADNJA S NEVLADINIM ORGANIZACIJAMA,A509062,MEĐUNARODNA RAZVOJNA SURADNJA - POTPORA RAZVOJU CIVILNOG DRUŠTVA
41,21,POLITIČKI SUSTAV,2108,RAZVOJ CIVILNOG DRUŠTVA I SURADNJA S NEVLADINIM ORGANIZACIJAMA,A509065,DANI OTVORENIH VRATA UDRUGA
42,21,POLITIČKI SUSTAV,2108,RAZVOJ CIVILNOG DRUŠTVA I SURADNJA S NEVLADINIM ORGANIZACIJAMA,A509067,PARTNERSTVO ZA OTVORENU VLAST
43,21,POLITIČKI SUSTAV,2108,RAZVOJ CIVILNOG DRUŠTVA I SURADNJA S NEVLADINIM ORGANIZACIJAMA,A509069,"OP UČINKOVITI LJUDSKI POTENCIJALI, PRIORITET 4 I 5"
44,21,POLITIČKI SUSTAV,2108,RAZVOJ CIVILNOG DRUŠTVA I SURADNJA S NEVLADINIM ORGANIZACIJAMA,A509070,FINANCIJSKI MEHANIZAM ŠVICARSKOG DOPRINOSA PROCESU PROŠIRENJA EUROPSKE UNIJE
45,21,POLITIČKI SUSTAV,2108,RAZVOJ CIVILNOG DRUŠTVA I SURADNJA S NEVLADINIM ORGANIZACIJAMA,K509020,INFORMATIZACIJA UREDA ZA UDRUGE
46,21,POLITIČKI SUSTAV,2109,ZAŠTITA PRAVA NACIONALNIH MANJINA,A513002,PROGRAMI ZA NACIONALNE MANJINE
47,21,POLITIČKI SUSTAV,2109,ZAŠTITA PRAVA NACIONALNIH MANJINA,A513030,PROGRAMI ZA ROME
48,21,POLITIČKI SUSTAV,2109,ZAŠTITA PRAVA NACIONALNIH MANJINA,A513041,PROVEDBA NACIONALNE STRATEGIJE ZA UKLJUČIVANJE ROMA 2013-2020
49,21,POLITIČKI SUSTAV,2109,ZAŠTITA PRAVA NACIONALNIH MANJINA,A513043,ISPUNJAVANJE PREDUVJETA ZA UČINKOVITU PROVEDBU POLITIKA USMJERENIH NA NACIONALNE MANJINE
50,21,POLITIČKI SUSTAV,2109,ZAŠTITA PRAVA NACIONALNIH MANJINA,A513046,IPA 2012 - PRIKUPLJANJE I PRAĆENJE BAZNIH PODATAKA ZA UČINKOVITU PROVEDBU NSUR-a
51,21,POLITIČKI SUSTAV,2109,ZAŠTITA PRAVA NACIONALNIH MANJINA,A732003,POTPORE ZA PROGRAME OSTVARIVANJA KULTURNE AUTONOMIJE NACIONALNIH MANJINA
52,21,POLITIČKI SUSTAV,2109,ZAŠTITA PRAVA NACIONALNIH MANJINA,A732004,ADMINISTRACIJA I UPRAVLJANJE
53,21,POLITIČKI SUSTAV,2109,ZAŠTITA PRAVA NACIONALNIH MANJINA,A732005,RAD SAVJETA ZA NACIONALNE MANJINE
54,21,POLITIČKI SUSTAV,2109,ZAŠTITA PRAVA NACIONALNIH MANJINA,K732001,INFORMATIZACIJA STRUČNE SLUŽBE SAVJETA ZA NACIONALNE MANJINE
55,21,POLITIČKI SUSTAV,2110,OPĆI POSLOVI ZA POTREBE HRVATSKOG SABORA I VLADE REPUBLIKE HRVATSKE,A515000,ADMINISTRACIJA I UPRAVLJANJE
56,21,POLITIČKI SUSTAV,2110,OPĆI POSLOVI ZA POTREBE HRVATSKOG SABORA I VLADE REPUBLIKE HRVATSKE,A515017,OBVEZE PO SUDSKIM SPOROVIMA
57,21,POLITIČKI SUSTAV,2110,OPĆI POSLOVI ZA POTREBE HRVATSKOG SABORA I VLADE REPUBLIKE HRVATSKE,K515008,INFORMATIZACIJA UREDA ZA OPĆE POSLOVE HRVATSKOGA SABORA I VLADE REPUBLIKE HRVATSKE
58,21,POLITIČKI SUSTAV,2110,OPĆI POSLOVI ZA POTREBE HRVATSKOG SABORA I VLADE REPUBLIKE HRVATSKE,K515016,OBNOVA VOZNOG PARKA
59,21,POLITIČKI SUSTAV,2111,PROMICANJE LJUDSKIH PRAVA,A513037,POTPORA BORBI PROTIV ZLOČINA IZ MRŽNJE
60,21,POLITIČKI SUSTAV,2111,PROMICANJE LJUDSKIH PRAVA,A513039,PROVEDBA MIGRACIJSKE POLITIKE 2013-2015
61,21,POLITIČKI SUSTAV,2111,PROMICANJE LJUDSKIH PRAVA,A513040,PROVEDBA NACIONALNOG PROGRAMA ZAŠTITE I PROMICANJA LJUDSKIH PRAVA
62,21,POLITIČKI SUSTAV,2111,PROMICANJE LJUDSKIH PRAVA,A513042,STRATEGIJA BORBE PROTIV SIROMAŠTVA I SOCIJALNE ISKLJUČENOSTI U RH (2014.-2020.)
63,21,POLITIČKI SUSTAV,2111,PROMICANJE LJUDSKIH PRAVA,A513044,BORBA PROTIV DISKRIMINACIJE - PREDUVJET ZA SOCIJALNO UKLJUČIVANJE NAJRANJIVIJIH SKUPINA
64,21,POLITIČKI SUSTAV,2111,PROMICANJE LJUDSKIH PRAVA,A513052,NACIONALNI PLAN ZA BORBU PROTIV DISKRIMINACIJE ZA RAZDOBLJE 2016. - 2021.
65,21,POLITIČKI SUSTAV,2111,PROMICANJE LJUDSKIH PRAVA,A513055,AMIF - PODRŠKA INTEGRACIJI DRŽAVLJANA TREĆIH ZEMALJA
66,21,POLITIČKI SUSTAV,2111,PROMICANJE LJUDSKIH PRAVA,A681000,ADMINISTRACIJA I UPRAVLJANJE
67,21,POLITIČKI SUSTAV,2111,PROMICANJE LJUDSKIH PRAVA,A681022,"DJELOVANJE NEVLADINIH UDRUGA U PODRUČJU ZAŠTITE, PROMICANJA I POŠTIVANJA LJUDSKIH PRAVA"
68,21,POLITIČKI SUSTAV,2111,PROMICANJE LJUDSKIH PRAVA,A681023,PROVEDBA NACIONALNOG PLANA ZA SUZBIJANJE TRGOVANJA LJUDIMA
69,21,POLITIČKI SUSTAV,2111,PROMICANJE LJUDSKIH PRAVA,A681053,IPA 2012 FFRAC - PODRŠKA PROVEDBI INTEGRACIJE MIGRANATA
70,21,POLITIČKI SUSTAV,2111,PROMICANJE LJUDSKIH PRAVA,A681055,MJERENJE (NE)JEDNAKOSTI U REPUBLICI HRVATSKOJ - MIND THE GAP
71,21,POLITIČKI SUSTAV,2111,PROMICANJE LJUDSKIH PRAVA,K681037,INFORMATIZACIJA
72,21,POLITIČKI SUSTAV,2113,PROMICANJE RAVNOPRAVNOSTI SPOLOVA,A532004,ADMINISTRACIJA I UPRAVLJANJE
73,21,POLITIČKI SUSTAV,2113,PROMICANJE RAVNOPRAVNOSTI SPOLOVA,A532009,PROVEDBA ZAKONA O RAVNOPRAVNOSTI SPOLOVA I NACIONALNE POLITIKE
74,21,POLITIČKI SUSTAV,2113,PROMICANJE RAVNOPRAVNOSTI SPOLOVA,A532013,PROVEDBA DRUGIH NACIONALNIH POLITIKA I STRATEGIJA
75,21,POLITIČKI SUSTAV,2113,PROMICANJE RAVNOPRAVNOSTI SPOLOVA,A532017,JAČANJE KAPACITETA ZA USPOSTAVLJANJE RAVNOPRAVNOSTI SPOLOVA - TRANSITION FACILITY INSTRUMENT EU POMOĆI
76,21,POLITIČKI SUSTAV,2113,PROMICANJE RAVNOPRAVNOSTI SPOLOVA,A532018,SUDJELOVANJE UREDA U AKTIVNOSTIMA PREDSJEDANJA VIJEĆEM MINISTARA VIJEĆA EUROPE 2018.
77,21,POLITIČKI SUSTAV,2113,PROMICANJE RAVNOPRAVNOSTI SPOLOVA,A532019,AKTIVNOSTI UREDA VEZANE ZA PREDSJEDANJE RH VIJEĆEM EU U 2020.
78,21,POLITIČKI SUSTAV,2113,PROMICANJE RAVNOPRAVNOSTI SPOLOVA,K532005,INFORMATIZACIJA UREDA ZA RAVNOPRAVNOST SPOLOVA
79,21,POLITIČKI SUSTAV,2114,POTPORE POLITIČKIM STRANKAMA,A539232,POTPORE POLITIČKIM STRANKAMA
80,21,POLITIČKI SUSTAV,2115,ZAŠTITA I PROMICANJE LJUDSKIH PRAVA I SUZBIJANJE DISKRIMINACIJE,A649000,ADMINISTRACIJA I UPRAVLJANJE
81,21,POLITIČKI SUSTAV,2115,ZAŠTITA I PROMICANJE LJUDSKIH PRAVA I SUZBIJANJE DISKRIMINACIJE,A649004,MEĐUNARODNA SURADNJA
82,21,POLITIČKI SUSTAV,2115,ZAŠTITA I PROMICANJE LJUDSKIH PRAVA I SUZBIJANJE DISKRIMINACIJE,A649014,NACIONALNI PREVENTIVNI MEHANIZAM
83,21,POLITIČKI SUSTAV,2116,ZAŠTITA I PROMICANJE PRAVA DJECE,A739000,"ZAŠTITA, PRAĆENJE I PROMICANJE PRAVA DJECE"
84,21,POLITIČKI SUSTAV,2116,ZAŠTITA I PROMICANJE PRAVA DJECE,K739001,INFORMATIZACIJA UREDA
85,21,POLITIČKI SUSTAV,2116,ZAŠTITA I PROMICANJE PRAVA DJECE,T739009,ORGANIZACIJA GODIŠNJE KONFERENCIJE MREŽE PRAVOBRANITELJA ZA DJECU JUGOISTOČNE EUROPE (CRONSEE - CHILDRENS' RIGHTS OMBUDSPERSONS' NETWORK IN SOUTH AND EASTERN EUROPE)
86,21,POLITIČKI SUSTAV,2116,ZAŠTITA I PROMICANJE PRAVA DJECE,T739011,"STANJE PRAVA DJECE U REPUBLICI HRVATSKOJ-PERSPEKTIVA, POSTIGNUĆA I IZAZOVI PRAVOBRANITELJA ZA DJECU (EVALUACIJA I STRATEGIJA)"
87,21,POLITIČKI SUSTAV,2117,ZAŠTITA I PROMICANJE RAVNOPRAVNOSTI SPOLOVA,A735000,ZAŠTITA I PROMICANJE RAVNOPRAVNOSTI SPOLOVA
88,21,POLITIČKI SUSTAV,2117,ZAŠTITA I PROMICANJE RAVNOPRAVNOSTI SPOLOVA,A735004,PROMJENA SUSTAVA ZA BORBU PROTIV NASILJA NAD ŽENAMA - VAWA
89,21,POLITIČKI SUSTAV,2117,ZAŠTITA I PROMICANJE RAVNOPRAVNOSTI SPOLOVA,K735001,OPREMANJE UREDSKOG PROSTORA
90,21,POLITIČKI SUSTAV,2117,ZAŠTITA I PROMICANJE RAVNOPRAVNOSTI SPOLOVA,K735002,INFORMATIZACIJA
91,21,POLITIČKI SUSTAV,2118,ZAŠTITA I PROMICANJE PRAVA I INTERESA OSOBA S INVALIDITETOM,A826001,ADMINISTRACIJA I UPRAVLJANJE
92,21,POLITIČKI SUSTAV,2118,ZAŠTITA I PROMICANJE PRAVA I INTERESA OSOBA S INVALIDITETOM,K826002,OPREMANJE
93,21,POLITIČKI SUSTAV,2119,ZASTUPANJE REPUBLIKE HRVATSKE PRED EUROPSKIM SUDOM ZA LJUDSKA PRAVA,A860001,ADMINISTRACIJA I UPRAVLJANJE
94,21,POLITIČKI SUSTAV,2119,ZASTUPANJE REPUBLIKE HRVATSKE PRED EUROPSKIM SUDOM ZA LJUDSKA PRAVA,A860006,ZASTUPANJE REPUBLIKE HRVATSKE PRED EUROPSKIM SUDOM ZA LJUDSKA PRAVA I IZVRŠENJE PRESUDA
95,21,POLITIČKI SUSTAV,2119,ZASTUPANJE REPUBLIKE HRVATSKE PRED EUROPSKIM SUDOM ZA LJUDSKA PRAVA,A860010,GODIŠNJI SASTANAK ZASTUPNIKA DRŽAVA I VLADA PRED EUROPSKIM SUDOM ZA LJUDSKA PRAVA
96,21,POLITIČKI SUSTAV,2119,ZASTUPANJE REPUBLIKE HRVATSKE PRED EUROPSKIM SUDOM ZA LJUDSKA PRAVA,K860008,INFORMATIZACIJA
97,21,POLITIČKI SUSTAV,2121,ZAŠTITA I PROMICANJE PRAVA NA PRISTUP INFORMACIJAMA,A874001,ADMINISTRACIJA I UPRAVLJANJE
98,21,POLITIČKI SUSTAV,2121,ZAŠTITA I PROMICANJE PRAVA NA PRISTUP INFORMACIJAMA,A874006,PROMICANJE PRAVA NA PRISTUP INFORMACIJAMA I PONOVNU UPORABU INFORMACIJA
99,21,POLITIČKI SUSTAV,2121,ZAŠTITA I PROMICANJE PRAVA NA PRISTUP INFORMACIJAMA,A874007,"OP PROJEKT JAČANJE KAPACITETA TIJELA VLASTI, UDRUGA I MEDIJA ZA PROVEDBU ZAKONA O PRAVU NA PRISTUP INFORMACIJA /ESF"
100,21,POLITIČKI SUSTAV,2121,ZAŠTITA I PROMICANJE PRAVA NA PRISTUP INFORMACIJAMA,K874004,INFORMATIZACIJA
101,21,POLITIČKI SUSTAV,2124,PROVEDBA IZBORA I REFERENDUMA,A896001,PROVEDBA IZBORA
102,21,POLITIČKI SUSTAV,2124,PROVEDBA IZBORA I REFERENDUMA,A896002,ADMINISTRACIJA I UPRAVLJANJE
103,21,POLITIČKI SUSTAV,2124,PROVEDBA IZBORA I REFERENDUMA,K896003,INFORMATIZACIJA DRŽAVNOG IZBORNOG POVJERENSTVA REPUBLIKE HRVATSKE
104,21,POLITIČKI SUSTAV,2125,ODLUČIVANJE O SUKOBU INTERESA,A897001,ADMINISTRACIJA I UPRAVLJANJE
105,21,POLITIČKI SUSTAV,2125,ODLUČIVANJE O SUKOBU INTERESA,K897002,INFORMATIZACIJA POVJERENSTVA ZA ODLUČIVANJE O SUKOBU INTERESA
106,22,FINANCIJSKI I FISKALNI SUSTAV,2201,"STRATEŠKO PLANIRANJE, PROVEDBA I PODRŠKA REGIONALNOM RAZVOJU",A680043,NORVEŠKI FINANCIJSKI MEHANIZAM 2014-2021
107,22,FINANCIJSKI I FISKALNI SUSTAV,2201,"STRATEŠKO PLANIRANJE, PROVEDBA I PODRŠKA REGIONALNOM RAZVOJU",A680044,FINANCIJSKI MEHANIZAM EGP 2014-2021
108,22,FINANCIJSKI I FISKALNI SUSTAV,2201,"STRATEŠKO PLANIRANJE, PROVEDBA I PODRŠKA REGIONALNOM RAZVOJU",A758008,KOORDINACIJA PROGRAMA EU
109,22,FINANCIJSKI I FISKALNI SUSTAV,2201,"STRATEŠKO PLANIRANJE, PROVEDBA I PODRŠKA REGIONALNOM RAZVOJU",A828001,ADMINISTRACIJA I UPRAVLJANJE
110,22,FINANCIJSKI I FISKALNI SUSTAV,2201,"STRATEŠKO PLANIRANJE, PROVEDBA I PODRŠKA REGIONALNOM RAZVOJU",K828002,INFORMATIZACIJA
111,22,FINANCIJSKI I FISKALNI SUSTAV,2201,"STRATEŠKO PLANIRANJE, PROVEDBA I PODRŠKA REGIONALNOM RAZVOJU",K828004,VOZNI PARK
112,22,FINANCIJSKI I FISKALNI SUSTAV,2201,"STRATEŠKO PLANIRANJE, PROVEDBA I PODRŠKA REGIONALNOM RAZVOJU",T680042,IPA 2012 PODRŠKA UNAPRJEĐENJU I DALJNJEM JAČANJU SUSTAVA IZOBRAZBE ZA EUROPSKE STRUKTURNE I INVESTICIJSKE FONDOVE NA REGIONALNOJ I LOKALNOJ RAZINI
113,22,FINANCIJSKI I FISKALNI SUSTAV,2201,"STRATEŠKO PLANIRANJE, PROVEDBA I PODRŠKA REGIONALNOM RAZVOJU",T758034,ŠVICARSKO - HRVATSKI PROGRAM SURADNJE
114,22,FINANCIJSKI I FISKALNI SUSTAV,2202,MAKROEKONOMSKO PLANIRANJE I ISTRAŽIVANJE,A539018,NACIONALNI PROGRAM MAKROEKONOMSKIH I FISKALNIH ISTRAŽIVANJA
115,22,FINANCIJSKI I FISKALNI SUSTAV,2203,UPRAVLJANJE SUSTAVOM JAVNIH FINANCIJA,A321073,RAZVOJ SUSTAVA UNUTARNJIH KONTROLA I RADNE METODOLOGIJE (PRIJELAZNI  INSTRUMENT)
116,22,FINANCIJSKI I FISKALNI SUSTAV,2203,UPRAVLJANJE SUSTAVOM JAVNIH FINANCIJA,A321074,TEHNIČKA POMOĆ IZ NORVEŠKOG FINANCIJSKOG INSTRUMENTA I FINANCIJSKOG INSTRUMENTA EUROPSKOG GOSPODARSKOG PROSTORA
117,22,FINANCIJSKI I FISKALNI SUSTAV,2203,UPRAVLJANJE SUSTAVOM JAVNIH FINANCIJA,A321075,OPERATIVNI PROGRAM ZA HRANU I OSNOVNU MATERIJALNU POMOĆ 2014.-2020. - TEHNIČKA POMOĆ
118,22,FINANCIJSKI I FISKALNI SUSTAV,2203,UPRAVLJANJE SUSTAVOM JAVNIH FINANCIJA,A321076,OPERATIVNI PROGRAM ZA POMORSTVO I RIBARSTVO 2014.-2020. - TEHNIČKA POMOĆ
119,22,FINANCIJSKI I FISKALNI SUSTAV,2203,UPRAVLJANJE SUSTAVOM JAVNIH FINANCIJA,A321078,"TEHNIČKA POMOĆ - FOND ZA UNUTARNJU SIGURNOST, INSTRUMENT ZA FINANCIJSKU POTPORU U PODRUČJU VANJSKIH GRANICA I VIZA"
120,22,FINANCIJSKI I FISKALNI SUSTAV,2203,UPRAVLJANJE SUSTAVOM JAVNIH FINANCIJA,A538000,ADMINISTRACIJA I UPRAVLJANJE
121,22,FINANCIJSKI I FISKALNI SUSTAV,2203,UPRAVLJANJE SUSTAVOM JAVNIH FINANCIJA,A538074,"TEHNIČKA POMOĆ -  FOND ZA AZIL, MIGRACIJE I INTEGRACIJE"
122,22,FINANCIJSKI I FISKALNI SUSTAV,2203,UPRAVLJANJE SUSTAVOM JAVNIH FINANCIJA,A538076,JAČANJE SUSTAVA ZA SUZBIJANJE NEPRAVILNOSTI I PRIJEVARA S CILJEM ZAŠTITE FINANCIJSKIH INTERESA EU - HERCULE III
123,22,FINANCIJSKI I FISKALNI SUSTAV,2203,UPRAVLJANJE SUSTAVOM JAVNIH FINANCIJA,A538077,"TEHNIČKA POMOĆ-FOND ZA UNUTARNJU SIGURNOST, INSTRUMENT ZA FINANCIJSKU POTPORU U PODRUČJU POLICIJSKE SURADNJE, SPRJEČAVANJA I SUZBIJANJA KRIMINALA I UPRAVLJANJA KRIZAMA"
124,22,FINANCIJSKI I FISKALNI SUSTAV,2203,UPRAVLJANJE SUSTAVOM JAVNIH FINANCIJA,A539161,USLUGE PLATNOG PROMETA I OBRADE PODATAKA
125,22,FINANCIJSKI I FISKALNI SUSTAV,2203,UPRAVLJANJE SUSTAVOM JAVNIH FINANCIJA,A539231,USLUGE BANAKA - NAKNADE HBOR-U
126,22,FINANCIJSKI I FISKALNI SUSTAV,2203,UPRAVLJANJE SUSTAVOM JAVNIH FINANCIJA,A557034,NAKNADE I PROVIZIJE KOMERCIJALNIH BANAKA
127,22,FINANCIJSKI I FISKALNI SUSTAV,2203,UPRAVLJANJE SUSTAVOM JAVNIH FINANCIJA,A767058,UPRAVLJANJE POSLOVNOM ZGRADOM VJESNIKA
128,22,FINANCIJSKI I FISKALNI SUSTAV,2203,UPRAVLJANJE SUSTAVOM JAVNIH FINANCIJA,A907001,RAD ODBORA ZA STANDARDE FINANCIJSKOG IZVJEŠTAVANJA
129,22,FINANCIJSKI I FISKALNI SUSTAV,2203,UPRAVLJANJE SUSTAVOM JAVNIH FINANCIJA,K113290,RAZVOJ SUSTAVA DRŽAVNE RIZNICE
130,22,FINANCIJSKI I FISKALNI SUSTAV,2203,UPRAVLJANJE SUSTAVOM JAVNIH FINANCIJA,K253049,PROJEKT SUSTAVA JAVNOG DUGA
131,22,FINANCIJSKI I FISKALNI SUSTAV,2203,UPRAVLJANJE SUSTAVOM JAVNIH FINANCIJA,K253057,OPREMANJE
132,22,FINANCIJSKI I FISKALNI SUSTAV,2203,UPRAVLJANJE SUSTAVOM JAVNIH FINANCIJA,K321070,OP UČINKOVITI LJUDSKI POTENCIJALI 2014.-2020.- TEHNIČKA POMOĆ
133,22,FINANCIJSKI I FISKALNI SUSTAV,2203,UPRAVLJANJE SUSTAVOM JAVNIH FINANCIJA,K321071,OP KONKURENTNOST I KOHEZIJA 2014.-2020. TEHNIČKA POMOĆ
134,22,FINANCIJSKI I FISKALNI SUSTAV,2203,UPRAVLJANJE SUSTAVOM JAVNIH FINANCIJA,K321077,RAZVOJ I JAČANJE INFORMACIJSKOG SUSTAVA UREDA ZA SPRJEČAVANJE PRANJA NOVCA
135,22,FINANCIJSKI I FISKALNI SUSTAV,2203,UPRAVLJANJE SUSTAVOM JAVNIH FINANCIJA,K538003,INFORMATIZACIJA
136,22,FINANCIJSKI I FISKALNI SUSTAV,2203,UPRAVLJANJE SUSTAVOM JAVNIH FINANCIJA,K767051,REGISTAR DRŽAVNIH POTPORA
