_fdp__id_,admin1_code,admin1_label,admin2_code,admin2_label
131,096,MINISTARSTVO ZDRAVSTVA,26459,Klinika za infektivne bolesti dr. Fran Mihaljević
132,096,MINISTARSTVO ZDRAVSTVA,26563,Hrvatski zavod za zaštitu zdravlja i sigurnost na radu
133,096,MINISTARSTVO ZDRAVSTVA,26571,Klinička bolnica Dubrava
134,096,MINISTARSTVO ZDRAVSTVA,38069,Klinički bolnički centar Zagreb
135,096,MINISTARSTVO ZDRAVSTVA,38655,Dom zdravlja Ministarstva unutarnjih poslova Republike Hrvatske
136,096,MINISTARSTVO ZDRAVSTVA,41128,Hrvatski zavod za telemedicinu
137,096,MINISTARSTVO ZDRAVSTVA,43191,Agencija za kvalitetu i akreditaciju u zdravstvu i socijalnoj skrbi
138,096,MINISTARSTVO ZDRAVSTVA,44573,Hrvatski zavod za hitnu medicinu
139,096,MINISTARSTVO ZDRAVSTVA,47893,Klinika za dječje bolesti Zagreb
140,102,"MINISTARSTVO ZA DEMOGRAFIJU, OBITELJ, MLADE I SOCIJALNU POLITIKU",10205,"Ministarstvo za demografiju, obitelj, mlade i socijalnu politiku"
141,102,"MINISTARSTVO ZA DEMOGRAFIJU, OBITELJ, MLADE I SOCIJALNU POLITIKU",10208,Proračunski  korisnici u socijalnoj skrbi
142,106,HRVATSKA AKADEMIJA ZNANOSTI I UMJETNOSTI,10605,Hrvatska akademija znanosti i umjetnosti
143,110,MINISTARSTVO PRAVOSUĐA,11005,Ministarstvo pravosuđa
144,110,MINISTARSTVO PRAVOSUĐA,11006,Pravosudna akademija
145,110,MINISTARSTVO PRAVOSUĐA,11010,Zatvori i kaznionice
146,110,MINISTARSTVO PRAVOSUĐA,11015,Vrhovni sud Republike Hrvatske
147,110,MINISTARSTVO PRAVOSUĐA,11020,Visoki trgovački sud Republike Hrvatske
148,110,MINISTARSTVO PRAVOSUĐA,11025,Visoki upravni sud Republike Hrvatske
149,110,MINISTARSTVO PRAVOSUĐA,11027,Upravni sudovi
150,110,MINISTARSTVO PRAVOSUĐA,11030,Državno odvjetništvo Republike Hrvatske
151,110,MINISTARSTVO PRAVOSUĐA,11035,Državnoodvjetničko vijeće
152,110,MINISTARSTVO PRAVOSUĐA,11036,Državno sudbeno vijeće
153,110,MINISTARSTVO PRAVOSUĐA,11040,Visoki prekršajni sud Republike Hrvatske
154,110,MINISTARSTVO PRAVOSUĐA,11045,Županijski sudovi
155,110,MINISTARSTVO PRAVOSUĐA,11050,Trgovački sudovi
156,110,MINISTARSTVO PRAVOSUĐA,11055,Županijska državna odvjetništva
157,110,MINISTARSTVO PRAVOSUĐA,11065,Općinski sudovi
158,110,MINISTARSTVO PRAVOSUĐA,11070,Općinska državna odvjetništva
159,110,MINISTARSTVO PRAVOSUĐA,11075,Prekršajni sudovi
160,110,MINISTARSTVO PRAVOSUĐA,11091,Ured za suzbijanje korupcije i organiziranog kriminaliteta
161,120,URED PUČKOG PRAVOBRANITELJA,12005,Ured pučkog pravobranitelja
162,121,PRAVOBRANITELJ ZA DJECU,12105,Pravobranitelj za djecu
163,122,PRAVOBRANITELJ/ICA ZA RAVNOPRAVNOST SPOLOVA,12205,Pravobranitelj/ica za ravnopravnost spolova
164,123,PRAVOBRANITELJ ZA OSOBE S INVALIDITETOM,12305,Pravobranitelj za osobe s invaliditetom
165,160,DRŽAVNI ZAVOD ZA STATISTIKU,16005,Državni zavod za statistiku
166,185,DRŽAVNI URED ZA REVIZIJU,18505,Državni ured za reviziju
167,196,DRŽAVNA KOMISIJA ZA KONTROLU POSTUPAKA JAVNE NABAVE,19605,Državna komisija za kontrolu postupaka javne nabave
168,250,AGENCIJA ZA ZAŠTITU OSOBNIH PODATAKA,25005,Agencija za zaštitu osobnih podataka
169,256,DRŽAVNI ZAVOD ZA RADIOLOŠKU I NUKLEARNU SIGURNOST,25605,Državni zavod za radiološku i nuklearnu sigurnost
170,258,POVJERENIK ZA INFORMIRANJE,25805,Povjerenik za informiranje
